.
Регион	Наименование опции	Пакет минут	Пакет интернета	Стоимость опции
Забайкальский край	2000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	2000	20	1590
Забайкальский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1430
Забайкальский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1530
Забайкальский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1820
Забайкальский край	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	5000	20	2150
Ивановская область	300 минут (Домашний регион) и 5 Гб (Домашний регион)	300	5	250
Ивановская область	300 минут (Домашний регион) и 10 Гб (Домашний регион)	300	10	320
Ивановская область	300 минут (Домашний регион) и 15 Гб (Домашний регион)	300	15	390
Ивановская область	300 минут (Домашний регион) и 20 Гб (Домашний регион)	300	20	490
Ивановская область	600 минут (Домашний регион) и 5 Гб (Домашний регион)	600	5	350
Ивановская область	600 минут (Домашний регион) и 10 Гб (Домашний регион)	600	10	420
Ивановская область	600 минут (Домашний регион) и 15 Гб (Домашний регион)	600	15	490
Ивановская область	600 минут (Домашний регион) и 20 Гб (Домашний регион)	600	20	590
Ивановская область	1500 минут (Домашний регион) и 5 Гб (Домашний регион)	1500	5	590
Ивановская область	1500 минут (Домашний регион) и 10 Гб (Домашний регион)	1500	10	660
Ивановская область	1500 минут (Домашний регион) и 15 Гб (Домашний регион)	1500	15	730
Ивановская область	1500 минут (Домашний регион) и 20 Гб (Домашний регион)	1500	20	830
Ивановская область	5000 минут (Домашний регион) и 5 Гб (Домашний регион)	5000	5	850
Ивановская область	5000 минут (Домашний регион) и 10 Гб (Домашний регион)	5000	10	920
Ивановская область	5000 минут (Домашний регион) и 15 Гб (Домашний регион)	5000	15	990
Ивановская область	5000 минут (Домашний регион) и 20 Гб (Домашний регион)	5000	20	1090
Ивановская область	300 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	300	5	280
Ивановская область	300 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	300	10	360
Ивановская область	300 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	300	15	440
Ивановская область	300 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	300	20	550
Ивановская область	600 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	600	5	380
Ивановская область	600 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	600	10	460
Ивановская область	600 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	600	15	540
Ивановская область	600 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	600	20	650
Ивановская область	1500 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	1500	5	620
Ивановская область	1500 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	1500	10	700
Ивановская область	1500 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	1500	15	780
Ивановская область	1500 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	1500	20	890
Ивановская область	5000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	5000	5	880
Ивановская область	5000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	5000	10	960
Ивановская область	5000 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1040
Ивановская область	5000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1150
Ивановская область	300 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	300	5	300
Ивановская область	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	300	10	370
Ивановская область	300 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	300	15	440
Ивановская область	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	300	20	540
Ивановская область	600 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	600	5	390
Ивановская область	600 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	600	10	460
Ивановская область	600 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	600	15	530
Ивановская область	600 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	600	20	630
Ивановская область	1500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	1500	5	650
Ивановская область	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	1500	10	720
Ивановская область	1500 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	1500	15	790
Ивановская область	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	1500	20	890
Ивановская область	5000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	5000	5	890
Ивановская область	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	5000	10	960
Ивановская область	5000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	5000	15	1030
Ивановская область	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	5000	20	1130
Ивановская область	300 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	300	5	330
Ивановская область	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	300	10	410
Ивановская область	300 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	300	15	490
Ивановская область	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	300	20	600
Ивановская область	600 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	600	5	420
Ивановская область	600 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	600	10	500
Ивановская область	600 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	600	15	580
Ивановская область	600 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	600	20	690
Ивановская область	1500 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	1500	5	680
Ивановская область	1500 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	1500	10	760
Ивановская область	1500 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	1500	15	840
Ивановская область	1500 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	1500	20	950
Ивановская область	5000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	5000	5	920
Ивановская область	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1000
Ивановская область	5000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1080
Ивановская область	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1190
Ивановская область	300 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	300	5	350
Ивановская область	300 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	300	10	420
Ивановская область	300 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	300	15	490
Ивановская область	300 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	300	20	590
Ивановская область	600 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	600	5	490
Ивановская область	600 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	600	10	560
Ивановская область	600 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	600	15	630
Ивановская область	600 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	600	20	730
Ивановская область	1500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	1500	5	750
Ивановская область	1500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	1500	10	820
Ивановская область	1500 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	1500	15	890
Ивановская область	1500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	1500	20	990
Ивановская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	5000	5	1100
Ивановская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	5000	10	1170
Ивановская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	5000	15	1240
Ивановская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	5000	20	1340
Ивановская область	300 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	300	5	380
Ивановская область	300 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	300	10	460
Ивановская область	300 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	300	15	540
Ивановская область	300 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	300	20	650
Ивановская область	600 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	600	5	520
Ивановская область	600 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	600	10	600
Ивановская область	600 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	600	15	680
Ивановская область	600 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	600	20	790
Ивановская область	1500 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	1500	5	780
Ивановская область	1500 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	1500	10	860
Ивановская область	1500 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	1500	15	940
Ивановская область	1500 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	1500	20	1050
Ивановская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1130
Ивановская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1210
Ивановская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1290
Ивановская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1400
Иркутская область	300 минут (Домашний регион) и 5 Гб (Домашний регион)	300	5	250
Иркутская область	300 минут (Домашний регион) и 10 Гб (Домашний регион)	300	10	350
Иркутская область	300 минут (Домашний регион) и 15 Гб (Домашний регион)	300	15	550
Иркутская область	300 минут (Домашний регион) и 20 Гб (Домашний регион)	300	20	750
Иркутская область	700 минут (Домашний регион) и 5 Гб (Домашний регион)	700	5	350
Иркутская область	700 минут (Домашний регион) и 10 Гб (Домашний регион)	700	10	450
Иркутская область	700 минут (Домашний регион) и 15 Гб (Домашний регион)	700	15	650
Иркутская область	700 минут (Домашний регион) и 20 Гб (Домашний регион)	700	20	850
Иркутская область	2000 минут (Домашний регион) и 5 Гб (Домашний регион)	2000	5	600
Иркутская область	2000 минут (Домашний регион) и 10 Гб (Домашний регион)	2000	10	700
Иркутская область	2000 минут (Домашний регион) и 15 Гб (Домашний регион)	2000	15	900
Иркутская область	2000 минут (Домашний регион) и 20 Гб (Домашний регион)	2000	20	1100
Иркутская область	5000 минут (Домашний регион) и 5 Гб (Домашний регион)	5000	5	1000
Иркутская область	5000 минут (Домашний регион) и 10 Гб (Домашний регион)	5000	10	1100
Иркутская область	5000 минут (Домашний регион) и 15 Гб (Домашний регион)	5000	15	1300
Иркутская область	5000 минут (Домашний регион) и 20 Гб (Домашний регион)	5000	20	1500
Иркутская область	300 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	300	5	270
Иркутская область	300 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	300	10	370
Иркутская область	300 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	300	15	580
Иркутская область	300 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	300	20	830
Иркутская область	700 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	700	5	370
Иркутская область	700 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	700	10	470
Иркутская область	700 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	700	15	680
Иркутская область	700 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	700	20	930
Иркутская область	2000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	2000	5	620
Иркутская область	2000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	2000	10	720
Иркутская область	2000 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	2000	15	930
Иркутская область	2000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	2000	20	1180
Иркутская область	5000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1020
Иркутская область	5000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1120
Иркутская область	5000 минут (Домашний регион) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1330
Иркутская область	5000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1580
Иркутская область	300 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	300	5	290
Иркутская область	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	300	10	390
Иркутская область	300 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	300	15	590
Иркутская область	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	300	20	790
Иркутская область	700 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	700	5	410
Иркутская область	700 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	700	10	510
Иркутская область	700 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	700	15	710
Иркутская область	700 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	700	20	910
Иркутская область	2000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	2000	5	720
Иркутская область	2000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	2000	10	820
Иркутская область	2000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	2000	15	1020
Иркутская область	2000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	2000	20	1220
Иркутская область	5000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	5000	5	1190
Иркутская область	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	5000	10	1290
Иркутская область	5000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион)	5000	15	1490
Иркутская область	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	5000	20	1690
Иркутская область	300 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	300	5	310
Иркутская область	300 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	300	10	410
Иркутская область	300 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	300	15	620
Иркутская область	300 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	300	20	870
Иркутская область	700 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	700	5	430
Иркутская область	700 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	700	10	530
Иркутская область	700 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	700	15	740
Иркутская область	700 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	700	20	990
Иркутская область	2000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	2000	5	740
Иркутская область	2000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	2000	10	840
Иркутская область	2000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	2000	15	1050
Иркутская область	2000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	2000	20	1300
Иркутская область	5000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1210
Иркутская область	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1310
Иркутская область	5000 минут (Домашний регион + Межгород) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1520
Иркутская область	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1770
Иркутская область	300 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	300	5	300
Иркутская область	300 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	300	10	400
Иркутская область	300 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	300	15	600
Иркутская область	300 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	300	20	800
Иркутская область	700 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	700	5	450
Иркутская область	700 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	700	10	550
Иркутская область	700 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	700	15	750
Иркутская область	700 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	700	20	950
Иркутская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	2000	5	800
Иркутская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	2000	10	900
Иркутская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	2000	15	1100
Иркутская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	2000	20	1300
Иркутская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион)	5000	5	1300
Иркутская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион)	5000	10	1400
Иркутская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион)	5000	15	1600
Иркутская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион)	5000	20	1800
Иркутская область	300 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	300	5	320
Иркутская область	300 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	300	10	420
Иркутская область	300 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	300	15	630
Иркутская область	300 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	300	20	880
Иркутская область	700 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	700	5	470
Иркутская область	700 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	700	10	570
Иркутская область	700 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	700	15	780
Иркутская область	700 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	700	20	1030
Иркутская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	2000	5	820
Иркутская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	2000	10	920
Иркутская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	2000	15	1130
Иркутская область	2000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	2000	20	1380
Иркутская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1320
Иркутская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1420
Иркутская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 15 Гб (Домашний регион + Поездки по России)	5000	15	1630
Иркутская область	5000 минут (Домашний регион + Межгород + Поездки по России) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1880
Кабардино-Балкарская Республика	400 минут (Домашний регион) и 5 Гб (Домашний регион)	400	5	250
Кабардино-Балкарская Республика	400 минут (Домашний регион) и 10 Гб (Домашний регион)	400	10	300
Кабардино-Балкарская Республика	400 минут (Домашний регион) и 20 Гб (Домашний регион)	400	20	350
Кабардино-Балкарская Республика	400 минут (Домашний регион) и 30 Гб (Домашний регион)	400	30	450
Кабардино-Балкарская Республика	800 минут (Домашний регион) и 5 Гб (Домашний регион)	800	5	350
Кабардино-Балкарская Республика	800 минут (Домашний регион) и 10 Гб (Домашний регион)	800	10	400
Кабардино-Балкарская Республика	800 минут (Домашний регион) и 20 Гб (Домашний регион)	800	20	450
Кабардино-Балкарская Республика	800 минут (Домашний регион) и 30 Гб (Домашний регион)	800	30	550
Кабардино-Балкарская Республика	2000 минут (Домашний регион) и 5 Гб (Домашний регион)	2000	5	550
Кабардино-Балкарская Республика	2000 минут (Домашний регион) и 10 Гб (Домашний регион)	2000	10	600
Кабардино-Балкарская Республика	2000 минут (Домашний регион) и 20 Гб (Домашний регион)	2000	20	650
Кабардино-Балкарская Республика	2000 минут (Домашний регион) и 30 Гб (Домашний регион)	2000	30	750
Кабардино-Балкарская Республика	5000 минут (Домашний регион) и 5 Гб (Домашний регион)	5000	5	1100
Кабардино-Балкарская Республика	5000 минут (Домашний регион) и 10 Гб (Домашний регион)	5000	10	1150
Кабардино-Балкарская Республика	5000 минут (Домашний регион) и 20 Гб (Домашний регион)	5000	20	1200
Кабардино-Балкарская Республика	5000 минут (Домашний регион) и 30 Гб (Домашний регион)	5000	30	1300
Кабардино-Балкарская Республика	400 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	400	5	300
Кабардино-Балкарская Республика	400 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	400	10	350
Кабардино-Балкарская Республика	400 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	400	20	450
Кабардино-Балкарская Республика	400 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	400	30	600
Кабардино-Балкарская Республика	800 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	800	5	400
Кабардино-Балкарская Республика	800 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	800	10	450
Кабардино-Балкарская Республика	800 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	800	20	550
Кабардино-Балкарская Республика	800 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	800	30	700
Кабардино-Балкарская Республика	2000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	2000	5	600
Кабардино-Балкарская Республика	2000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	2000	10	650
Кабардино-Балкарская Республика	2000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	2000	20	750
Кабардино-Балкарская Республика	2000 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	2000	30	900
Кабардино-Балкарская Республика	5000 минут (Домашний регион) и 5 Гб (Домашний регион + Поездки по России)	5000	5	1150
Кабардино-Балкарская Республика	5000 минут (Домашний регион) и 10 Гб (Домашний регион + Поездки по России)	5000	10	1200
Кабардино-Балкарская Республика	5000 минут (Домашний регион) и 20 Гб (Домашний регион + Поездки по России)	5000	20	1300
Кабардино-Балкарская Республика	5000 минут (Домашний регион) и 30 Гб (Домашний регион + Поездки по России)	5000	30	1450
Кабардино-Балкарская Республика	400 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	400	5	300
Кабардино-Балкарская Республика	400 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	400	10	350
Кабардино-Балкарская Республика	400 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	400	20	400
Кабардино-Балкарская Республика	400 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	400	30	500
Кабардино-Балкарская Республика	800 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	800	5	450
Кабардино-Балкарская Республика	800 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	800	10	500
Кабардино-Балкарская Республика	800 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	800	20	550
Кабардино-Балкарская Республика	800 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	800	30	650
Кабардино-Балкарская Республика	2000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	2000	5	700
Кабардино-Балкарская Республика	2000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	2000	10	750
Кабардино-Балкарская Республика	2000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	2000	20	800
Кабардино-Балкарская Республика	2000 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	2000	30	900
Кабардино-Балкарская Республика	5000 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион)	5000	5	1300
Кабардино-Балкарская Республика	5000 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион)	5000	10	1350
Кабардино-Балкарская Республика	5000 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион)	5000	20	1400
Кабардино-Балкарская Республика	5000 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион)	5000	30	1500
Кабардино-Балкарская Республика	400 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	400	5	350
Кабардино-Балкарская Республика	400 минут (Домашний регион + Межгород) и 10 Гб (Домашний регион + Поездки по России)	400	10	400
Кабардино-Балкарская Республика	400 минут (Домашний регион + Межгород) и 20 Гб (Домашний регион + Поездки по России)	400	20	500
Кабардино-Балкарская Республика	400 минут (Домашний регион + Межгород) и 30 Гб (Домашний регион + Поездки по России)	400	30	650
Кабардино-Балкарская Республика	800 минут (Домашний регион + Межгород) и 5 Гб (Домашний регион + Поездки по России)	800	5	500
